SampleID,LocationName,LocationID,SampleDate,Latitude,Longitude,Units,PCB1,PCB2,PCB3,PCB4,PCB5,PCB6,PCB7,PCB8,PCB9,PCB10,PCB11,PCB12+13,PCB14,PCB15,PCB16,PCB17,PCB18+30,PCB19,PCB20+28,PCB21+33,PCB22,PCB23,PCB24,PCB25,PCB26+29,PCB27,PCB31,PCB32,PCB34,PCB35,PCB36,PCB37,PCB38,PCB39,PCB40+41+71,PCB42,PCB43,PCB44+47+65,PCB45+51,PCB46,PCB48,PCB49+69,PCB50+53,PCB52,PCB54,PCB55,PCB56,PCB57,PCB58,PCB59+62+75,PCB60,PCB61+70+74+76,PCB63,PCB64,PCB66,PCB67,PCB68,PCB72,PCB73,PCB77,PCB78,PCB79,PCB80,PCB81,PCB82,PCB83+99,PCB84,PCB85+116+117,PCB86+87+97+108+119+125,PCB88+91,PCB89,PCB90+101+113,PCB92,PCB93+95+98+100+102,PCB94,PCB96,PCB103,PCB104,PCB105,PCB106,PCB107+124,PCB109,PCB110+115,PCB111,PCB112,PCB114,PCB118,PCB120,PCB121,PCB122,PCB123,PCB126,PCB127,PCB128+166,PCB129+138+160+163,PCB130,PCB131,PCB132,PCB133,PCB134+143,PCB135+151+154,PCB136,PCB137,PCB139+140,PCB141,PCB142,PCB144,PCB145,PCB146,PCB147+149,PCB148,PCB150,PCB152,PCB153+168,PCB155,PCB156+157,PCB158,PCB159,PCB161,PCB162,PCB164,PCB165,PCB167,PCB169,PCB170,PCB171+173,PCB172,PCB174,PCB175,PCB176,PCB177,PCB178,PCB179,PCB180+193,PCB181,PCB182,PCB183+185,PCB184,PCB186,PCB187,PCB188,PCB189,PCB190,PCB191,PCB192,PCB194,PCB195,PCB196,PCB197+200,PCB198+199,PCB201,PCB202,PCB203,PCB204,PCB205,PCB206,PCB207,PCB208,PCB209
WCPCB_OR-POH004-20181201.1,Willamette River at south Burlington Northern Railroad Bridge 5.1,WCPCB_OR-POH004,12/1/18,45.5759428,-122.7451604,pg/L,0.390666667,0.208,0.204666667,1.166666667,0.065933333,0.227333333,0.076666667,0.773333333,0.09,0.059466667,3.766666667,0.319333333,0.0626,0.390666667,0.444,0.72,0.94,0.641333333,1.426666667,0.673333333,0.616666667,0.0276,0.021733333,0.256666667,0.257333333,0.08,1.02,0.48,0.0262,0.034133333,0.026933333,0.212,0.0242,0.025,0.523333333,0.298,0.025466667,6.333333333,4,0.088,0.188666667,0.973333333,0.299333333,1.88,0.052933333,0.014933333,0.325333333,0.0136,0.013666667,0.094,0.137333333,1.3,0.038933333,0.446,0.773333333,0.018333333,1.846666667,0.013133333,0.009866667,0.063466667,0.013266667,0.016866667,0.012,0.010866667,0.162,0.806666667,0.362666667,0.188666667,0.86,0.217333333,0.013266667,1.32,0.386,1.3,0.021466667,0.015466667,0.035533333,0.007466667,0.266,0.006113333,0.042466667,0.064866667,1.606666667,0.005646667,0.005646667,0.016933333,0.76,0.007333333,0.006633333,0.009066667,0.028133333,0.005886667,0.006353333,0.107333333,0.813333333,0.056933333,0.0176,0.287333333,0.016533333,0.054933333,0.464666667,0.14,0.040666667,0.012,0.132,0.005646667,0.067333333,0.005646667,0.195333333,1.133333333,0.007733333,0.005646667,0.005646667,0.786666667,0.008133333,0.064,0.073333333,0.005646667,0.005646667,0.005646667,0.0538,0.005646667,0.020466667,0.005646667,0.079333333,0.033266667,0.0208,0.125333333,0.005646667,0.012466667,0.056533333,0.005646667,0.057666667,0.238666667,0.005646667,0.005646667,0.086666667,0.007266667,0.005646667,0.191333333,0.005646667,0.005646667,0.017466667,0.005646667,0.005646667,0.099333333,0.025533333,0.083333333,0.023866667,0.165333333,0.009533333,0.0236,0.154,0.005646667,0.005646667,0.182666667,0.0308,0.071333333,0.0418
WCPCB_OR-POH004-20190217.1,Willamette River at south Burlington Northern Railroad Bridge 5.1,WCPCB_OR-POH004,2/17/19,45.5759428,-122.7451604,pg/L,0.383,0.122,0.281,1.08,0.0194,0.199,0.0731,0.677,0.0525,0.0485,2.06,0.0925,0.00393,0.376,0.366,0.724,0.958,0.418,1.23,1.75,0.388,0.00438,0.0159,0.55,0.254,0.118,0.933,0.313,0.0123,0.0391,0.0156,0.191,0.00378,0.0153,0.624,0.351,0.046,7.61,33.6,0.142,0.184,1.19,0.303,1.94,0.0301,0.0187,0.303,0.0163,0.0169,0.119,0.111,1.3,0.0336,0.51,0.682,0.0161,6.04,0.0162,0.0266,0.0423,0.0187,0.0146,0.0161,0.0195,0.0714,0.627,0.266,0.135,0.537,0.196,0.016,0.935,0.213,0.98,0.00958,0.0107,0.0228,0.00346,0.187,0.00248,0.0205,0.0398,0.988,0.00209,0.00209,0.0135,0.57,0.00821,0.00209,0.00669,0.0216,0.00383,0.00301,0.0657,0.502,0.0353,0.0056,0.164,0.00993,0.0296,0.264,0.0761,0.0208,0.00938,0.0903,0.00209,0.0266,0.00209,0.102,0.445,0.00209,0.00209,0.00209,0.495,0.00455,0.0445,0.046,0.00209,0.00209,0.00303,0.0396,0.00209,0.0156,0.00209,0.0669,0.0195,0.0168,0.0836,0.00316,0.00821,0.0373,0.0256,0.0353,0.205,0.00209,0.00209,0.046,0.00209,0.00209,0.113,0.00209,0.0051,0.0162,0.00264,0.00209,0.0706,0.0207,0.046,0.0173,0.131,0.00684,0.0168,0.0973,0.00209,0.00291,0.106,0.0218,0.0403,0.0306
WCPCB_OR-POH005-20180821.1,Willamette River at NW Front Ave,WCPCB_OR-POH005,8/21/18,45.5583833,-122.7186394,pg/L,1.565,0.17325,0.5375,35.5,0.07375,1.4525,0.6125,6.175,0.28,1.415,7.45,0.4725,0.02725,2.045,3.025,8.525,7.325,27,5.925,7.225,1.99,0.02575,0.1145,1.91,1.4775,1.6325,4.925,3.95,0.045,0.07625,0.0475,0.8725,0.024225,0.05525,2.49,1.0775,0.141,26.25,104.75,0.8425,0.7575,4.45,3.275,7.375,1.715,0.063,1.0575,0.0117,0.01225,0.4525,0.475,4.15,0.09825,1.5975,2.2875,0.063,9.075,0.0555,0.15875,0.1375,0.012525,0.010225,0.011425,0.01,0.32,2.005,1.1525,0.5175,2.1925,0.875,0.04575,3.725,0.7575,4.85,0.08375,0.1055,0.1695,0.0425,0.6225,0.016375,0.0785,0.20175,3.825,0.014625,0.0139,0.04075,1.745,0.013775,0.0148,0.032,0.0305,0.0172,0.01665,0.2525,2.2275,0.126,0.0275,0.9475,0.0645,0.1675,1.38,0.565,0.06925,0.0405,0.46,0.010625,0.144,0.0022475,0.4475,2.9,0.01655,0.019775,0.01295,2.0375,0.004875,0.12625,0.173,0.0073,0.007575,0.006675,0.16225,0.00835,0.05175,0.007975,0.211,0.08425,0.05025,0.315,0.012325,0.0465,0.14725,0.094,0.204,0.6425,0.0033,0.0021375,0.2195,0.0022875,0.0021375,0.38,0.003,0.00685,0.04425,0.006825,0.0021375,0.07825,0.03,0.04675,0.01855,0.12675,0.012625,0.033,0.084,0.0021375,0.004425,0.055,0.0113,0.017125,0.02575
WCPCB_OR-POH005-20181127.1,Willamette River at NW Front Ave,WCPCB_OR-POH005,11/27/18,45.5583833,-122.7186394,pg/L,1.373333333,0.332444444,0.347555556,3.235555556,0.090222222,0.404,0.160444444,1.426666667,0.107111111,0.109333333,7.644444444,0.266666667,0.084,0.604444444,0.72,1.604444444,1.706666667,0.924444444,1.964444444,1.986666667,0.8,0.018266667,0.018444444,0.385333333,0.399111111,0.153333333,1.48,0.68,0.018755556,0.068888889,0.028222222,0.311111111,0.016,0.016577778,0.706666667,0.353333333,0.049333333,19.11111111,32.4,0.158222222,0.259555556,1.244444444,0.422222222,2.333333333,0.072444444,0.025422222,0.448888889,0.024222222,0.0264,0.131111111,0.225333333,2.075555556,0.046222222,0.635555556,1.08,0.025155556,9.066666667,0.0236,0.011866667,0.108,0.0224,0.018711111,0.021244444,0.021688889,0.268,1.213333333,0.515555556,0.384,1.293333333,0.357333333,0.024533333,1.946666667,0.444444444,1.848888889,0.023911111,0.027911111,0.036088889,0.004271111,0.582222222,0.006133333,0.069333333,0.098222222,2.275555556,0.003768889,0.003768889,0.038622222,1.342222222,0.010666667,0.003768889,0.018977778,0.046222222,0.006133333,0.005955556,0.149333333,1.186666667,0.079555556,0.020533333,0.418222222,0.028666667,0.079555556,0.622222222,0.180444444,0.06,0.021333333,0.189777778,0.003768889,0.077777778,0.003768889,0.236444444,1.391111111,0.010088889,0.005244444,0.003768889,1.226666667,0.006088889,0.112888889,0.112444444,0.012577778,0.003768889,0.003768889,0.070222222,0.003768889,0.038355556,0.003768889,0.122666667,0.047111111,0.025555556,0.137333333,0.006622222,0.019288889,0.084,0.044,0.071555556,0.406222222,0.003768889,0.003768889,0.101333333,0.004622222,0.003768889,0.221333333,0.003768889,0.004382222,0.033244444,0.007733333,0.003768889,0.143555556,0.046666667,0.124444444,0.026844444,0.223111111,0.015377778,0.035511111,0.150666667,0.003768889,0.00436,0.262222222,0.038755556,0.104888889,0.034533333
WCPCB_OR-POH005-20190217.1,Willamette River at NW Front Ave,WCPCB_OR-POH005,2/17/19,45.5583833,-122.7186394,pg/L,0.341,0.132,0.256,0.794,0.0186,0.195,0.0623,0.585,0.0436,0.0436,2.18,0.091,0.0201,0.322,0.291,0.536,0.732,0.327,1.03,1.03,0.344,0.00555,0.0156,0.28,0.214,0.095,0.822,0.277,0.00536,0.0296,0.0128,0.147,0.00526,0.00706,0.483,0.239,0.0382,4.15,18.6,0.0953,0.145,0.723,0.194,1.39,0.0124,0.00607,0.256,0.00526,0.00547,0.082,0.11,1.07,0.0289,0.382,0.566,0.0155,4.29,0.0141,0.00199,0.0344,0.00573,0.00998,0.00509,0.00557,0.0628,0.417,0.191,0.108,0.422,0.137,0.011,0.694,0.136,0.68,0.00782,0.00836,0.0106,0.00199,0.136,0.00313,0.0191,0.0254,0.697,0.00199,0.00199,0.01,0.393,0.00199,0.00199,0.00372,0.0114,0.00429,0.00377,0.0488,0.412,0.0222,0.00538,0.113,0.00756,0.018,0.158,0.0455,0.0163,0.00469,0.0614,0.00344,0.0176,0.00199,0.0678,0.32,0.00199,0.00199,0.00199,0.363,0.002,0.0325,0.0306,0.00258,0.00244,0.00258,0.0273,0.00287,0.0118,0.00341,0.0429,0.015,0.0155,0.0611,0.00313,0.00806,0.0332,0.0173,0.0327,0.144,0.00199,0.00334,0.0457,0.00199,0.00199,0.0931,0.00199,0.00199,0.0139,0.00199,0.00199,0.0315,0.00844,0.0145,0.0059,0.0483,0.00524,0.0135,0.0348,0.00199,0.00282,0.0341,0.00597,0.0194,0.0398
WCPCB_OR-POH006-20180824.1,Willamette River at south Broadway Bridge,WCPCB_OR-POH006,8/24/18,45.5302925,-122.6725305,pg/L,0.562685094,0.185093781,0.291214215,2.435834156,0.042448174,0.375123396,0.145360316,1.468410661,0.101924975,0.129812438,12.85784798,0.165350444,0.021989141,0.575024679,0.713228036,1.927443238,1.818854886,0.80207305,2.082922014,2.86278381,0.74284304,0.018558736,0.029861797,0.747778875,0.384995064,0.194718657,1.498025666,0.461500494,0.018065153,0.063672261,0.016337611,0.340572557,0.017497532,0.017077986,0.799605133,0.419545903,0.053800592,10.90819348,48.12438302,0.229022705,0.249259625,1.5029615,0.426949654,3.035538006,0.044422507,0.018904245,0.434353406,0.017374136,0.018213228,0.148075025,0.276406713,2.189042448,0.057008885,0.698420533,1.036525173,0.036771964,8.613030602,0.040967423,0.021964462,0.109081935,0.018632774,0.019274432,0.023914116,0.017102665,0.230997038,1.41905232,0.767522211,0.409674235,1.510365252,0.491115499,0.026159921,2.413622902,0.538005923,2.764067127,0.026653504,0.029368213,0.053553801,0.005157947,0.429417572,0.005207305,0.055281343,0.132033564,2.566633761,0.003849951,0.003726555,0.025419546,1.130306022,0.009081935,0.00387463,0.020459033,0.034304047,0.00594768,0.005848963,0.190029615,1.453603159,0.099210267,0.021915104,0.518262586,0.034550839,0.103652517,0.720631787,0.281342547,0.06071076,0.031342547,0.21816387,0.004886476,0.076999013,0.002112537,0.26159921,1.56219151,0.006638697,0.005503455,0.002912142,1.293188549,0.004121422,0.090819348,0.113030602,0.010093781,0.003479763,0.003084896,0.098716683,0.003825271,0.037265548,0.003652517,0.109081935,0.050098717,0.032576505,0.195212241,0.00863771,0.025172754,0.100444225,0.066386969,0.116238894,0.343040474,0.002342053,0.002176703,0.130306022,0.002265548,0.002112537,0.288746298,0.002112537,0.00328233,0.031589339,0.004146101,0.002112537,0.04047384,0.017448174,0.027147088,0.016510365,0.091559724,0.010883514,0.025172754,0.063919052,0.002112537,0.004392892,0.036031589,0.009921027,0.016929911,0.022063179
WCPCB_OR-POH006-20181130.1,Willamette River at south Broadway Bridge,WCPCB_OR-POH006,11/30/18,45.5302925,-122.6725305,pg/L,0.353262681,0.226621342,0.207291875,0.826501366,0.063254016,0.204625742,0.076651336,0.886489369,0.08931547,0.057055256,4.705725522,0.117976405,0.060054656,0.32726788,0.379924015,0.635872825,0.826501366,0.186629341,1.07311871,0.625874825,0.468572952,0.010931147,0.013197361,0.214623742,0.191961608,0.100646537,0.813170699,0.228620942,0.010464574,0.038592282,0.014863694,0.16263414,0.009331467,0.010131307,0.390588549,0.202626141,0.023395321,5.112310871,5.565553556,0.073985203,0.145304272,0.615210291,0.16463374,1.246417383,0.0109978,0.019862694,0.228620942,0.015730187,0.015863494,0.068652936,0.133306672,0.986469373,0.021062454,0.355928814,0.50389922,0.018729587,2.306205426,0.015196961,0.005665534,0.042991402,0.015396921,0.011664334,0.013930547,0.012464174,0.082650137,0.423915217,0.240618543,0.141971606,0.535226288,0.124641738,0.012997401,0.75984803,0.195294274,0.75984803,0.005665534,0.00719856,0.007065254,0.005665534,0.219956009,0.005665534,0.027661134,0.037392521,0.92648137,0.005665534,0.005665534,0.014797041,0.531893621,0.006865294,0.005665534,0.006312071,0.018396321,0.005665534,0.005752183,0.083983203,0.523228688,0.032593481,0.005665534,0.175298274,0.0109978,0.034593081,0.262614144,0.066653336,0.029127508,0.010531227,0.082650137,0.005665534,0.027327868,0.005665534,0.135306272,0.637205892,0.005665534,0.005665534,0.005665534,0.483903219,0.005665534,0.051456375,0.042724788,0.005665534,0.005665534,0.005665534,0.037259215,0.005665534,0.021195761,0.005665534,0.067986403,0.025928148,0.018263014,0.061321069,0.005665534,0.005665534,0.042324868,0.037592482,0.030327268,0.203292675,0.005665534,0.005665534,0.052189562,0.005665534,0.005665534,0.165300273,0.005665534,0.005665534,0.016063454,0.005665534,0.005665534,0.058521629,0.019129507,0.029927348,0.015930147,0.081983603,0.005665534,0.013197361,0.037925748,0.005665534,0.005665534,0.050323269,0.015263614,0.018129707,0.031327068
WCPCB_OR-POH006-20190127.1,Willamette River at south Broadway Bridge,WCPCB_OR-POH006,1/27/19,45.5302925,-122.6725305,pg/L,0.325,0.166,0.323,0.65,0.0318,0.141,0.0675,0.468,0.0395,0.029,1.78,0.0933,0.0295,0.228,0.193,0.528,0.48,0.18,0.753,1.25,0.231,0.012,0.0106,0.29,0.139,0.066,0.575,0.176,0.0115,0.0226,0.0119,0.0998,0.0114,0.0117,0.328,0.169,0.0223,5.93,29.3,0.0728,0.105,0.598,0.135,1.16,0.00933,0.013,0.159,0.0113,0.0117,0.0608,0.0745,0.808,0.022,0.265,0.438,0.0119,5.43,0.0109,0.0028,0.026,0.0123,0.00993,0.0109,0.0117,0.041,0.328,0.145,0.084,0.343,0.116,0.00813,0.578,0.108,0.54,0.0043,0.00518,0.00673,0.00209,0.117,0.00343,0.0173,0.0273,0.515,0.00209,0.00209,0.00428,0.323,0.00263,0.00209,0.00405,0.0099,0.0056,0.0041,0.0473,0.36,0.0255,0.00385,0.091,0.00893,0.0196,0.124,0.048,0.0117,0.00713,0.0528,0.00375,0.0165,0.00209,0.0683,0.298,0.00209,0.00209,0.00209,0.338,0.0022,0.0318,0.0253,0.00283,0.00265,0.00285,0.0222,0.00313,0.0132,0.0047,0.044,0.0116,0.00209,0.037,0.00209,0.0052,0.0212,0.0161,0.0215,0.137,0.00209,0.00209,0.0353,0.00209,0.00209,0.084,0.00209,0.00433,0.0089,0.00213,0.00209,0.0368,0.0121,0.0283,0.00543,0.0675,0.00373,0.0149,0.0503,0.00209,0.00209,0.0515,0.0125,0.0275,0.0187
WCPCB_OR-POH007-20180823.1,Willamette River at Willamette Moorage Park,WCPCB_OR-POH007,8/23/18,45.4707282,-122.6669066,pg/L,0.625310174,0.204218362,0.270471464,1.76426799,0.027791563,0.317617866,0.170967742,1.066997519,0.076923077,0.078411911,14.41687345,0.161290323,0.015856079,0.429280397,0.58560794,1.980148883,1.344913151,0.344913151,1.550868486,3.796526055,0.325062035,0.016401985,0.021687345,0.76426799,0.297766749,0.150620347,1.071960298,0.248138958,0.015955335,0.043672457,0.036228288,0.219354839,0.015459057,0.022779156,0.573200993,0.275434243,0.043672457,14.59057072,75.43424318,0.225558313,0.194540943,1.064516129,0.317617866,2.431761787,0.019801489,0.015831266,0.267990074,0.014565757,0.015260546,0.103473945,0.178908189,1.496277916,0.036228288,0.521091811,0.741935484,0.030521092,10.76923077,0.030272953,0.009627792,0.087344913,0.01560794,0.012729529,0.014218362,0.012952854,0.133498759,0.923076923,0.439205955,0.260545906,0.957816377,0.322580645,0.020421836,1.508684864,0.315136476,1.694789082,0.01439206,0.013647643,0.031265509,0.014863524,0.322580645,0.02,0.039454094,0.104466501,1.543424318,0.010024814,0.009528536,0.031761787,0.885856079,0.00942928,0.010148883,0.021637717,0.018734491,0.022580645,0.020347395,0.129032258,1.027295285,0.074689826,0.017047146,0.339950372,0.021588089,0.072704715,0.459057072,0.171960298,0.033995037,0.021215881,0.139702233,0.005930521,0.044913151,0.002133995,0.187841191,1.086848635,0.004044665,0.004416873,0.002133995,0.88337469,0.005930521,0.065260546,0.084863524,0.004069479,0.004218362,0.003722084,0.064516129,0.004665012,0.028784119,0.004342432,0.082382134,0.036724566,0.021935484,0.126054591,0.006774194,0.019652605,0.066997519,0.049131514,0.085856079,0.223325062,0.002903226,0.002704715,0.096029777,0.003498759,0.002265509,0.171960298,0.002133995,0.002828784,0.020918114,0.004565757,0.002580645,0.025558313,0.016228288,0.017245658,0.007692308,0.045409429,0.007543424,0.016997519,0.029280397,0.002133995,0.002133995,0.02146402,0.006401985,0.008759305,0.014243176
WCPCB_OR-POH007-20181128.1,Willamette River at Willamette Moorage Park,WCPCB_OR-POH007,11/28/18,45.4707282,-122.6669066,pg/L,0.92,0.224666667,0.237333333,1.506666667,0.043866667,0.274666667,0.114666667,1.053333333,0.102,0.065133333,5.5,0.286,0.037733333,0.411333333,0.426,1.046666667,0.906666667,0.232,1.253333333,1.553333333,0.539333333,0.026133333,0.023733333,0.305333333,0.211333333,0.111333333,0.986666667,0.378666667,0.0248,0.054733333,0.027733333,0.178,0.022866667,0.023666667,0.370666667,0.189333333,0.0308,13.26666667,29.06666667,0.088666667,0.144,0.686666667,0.178,1.26,0.007266667,0.019133333,0.184666667,0.0182,0.019866667,0.079333333,0.102666667,0.88,0.025066667,0.327333333,0.464666667,0.0196,7.133333333,0.017733333,0.006173333,0.063,0.016866667,0.014866667,0.016,0.015466667,0.093333333,0.502,0.232666667,0.146666667,0.608,0.157333333,0.010733333,0.873333333,0.231333333,0.926666667,0.006013333,0.009533333,0.0144,0.005673333,0.216666667,0.006493333,0.024466667,0.043133333,1.013333333,0.005673333,0.005673333,0.0176,0.534666667,0.005673333,0.005673333,0.00664,0.024466667,0.006173333,0.006306667,0.069333333,0.546,0.035266667,0.0106,0.184,0.00656,0.039,0.334,0.065666667,0.0316,0.0108,0.088666667,0.005673333,0.030266667,0.005673333,0.134666667,0.636,0.005673333,0.005673333,0.005673333,0.598,0.005673333,0.048733333,0.052466667,0.005673333,0.005673333,0.005673333,0.0384,0.005673333,0.019933333,0.005673333,0.070666667,0.021,0.013266667,0.075333333,0.005673333,0.013333333,0.044933333,0.019133333,0.041666667,0.227333333,0.005673333,0.005673333,0.0546,0.005673333,0.005673333,0.12,0.005673333,0.005673333,0.010733333,0.005673333,0.005673333,0.0424,0.013066667,0.0244,0.014733333,0.047,0.005673333,0.022333333,0.033133333,0.005673333,0.005673333,0.040466667,0.013133333,0.020066667,0.025266667
WCPCB_OR-POH007-20190126.1,Willamette River at Willamette Moorage Park,WCPCB_OR-POH007,1/26/19,45.4707282,-122.6669066,pg/L,0.315,0.168,0.35,0.618,0.0368,0.136,0.0515,0.498,0.0375,0.0325,1.77,0.0678,0.034,0.212,0.243,0.445,0.57,0.167,0.855,0.535,0.26,0.0105,0.0125,0.232,0.173,0.0738,0.683,0.218,0.01,0.0285,0.015,0.112,0.00993,0.0102,0.305,0.183,0.0275,3.5,7.5,0.067,0.113,0.56,0.132,1.2,0.00428,0.0198,0.19,0.0172,0.0178,0.055,0.0788,0.893,0.0196,0.308,0.415,0.0148,2.5,0.0166,0.0029,0.0268,0.0187,0.0151,0.0166,0.0186,0.0518,0.338,0.142,0.0843,0.353,0.0995,0.00245,0.59,0.115,0.578,0.0049,0.00443,0.0088,0.0021,0.121,0.00231,0.0237,0.0308,0.57,0.0021,0.0021,0.00768,0.35,0.00335,0.0021,0.0045,0.009,0.00358,0.00278,0.0468,0.36,0.0258,0.00508,0.0995,0.00883,0.0221,0.141,0.042,0.0241,0.0069,0.055,0.0021,0.0189,0.0021,0.0675,0.328,0.0021,0.0021,0.0021,0.343,0.00275,0.0231,0.0315,0.00275,0.0021,0.00263,0.0268,0.0021,0.0126,0.0021,0.052,0.0127,0.00458,0.0405,0.00265,0.00605,0.0228,0.0174,0.0159,0.171,0.0021,0.0021,0.0358,0.0021,0.0021,0.0938,0.00222,0.00495,0.0114,0.0057,0.0021,0.13,0.036,0.0753,0.0213,0.218,0.00868,0.0198,0.172,0.0021,0.00538,0.222,0.045,0.0875,0.0345
